miRNA name	pos:mut	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395	trimmed_NGN2_Rifaximin_SRR22128590	trimmed_NGN2_Amonafide_SRR22128500	trimmed_NGN2_RG108_SRR22127294	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396	trimmed_NGN2_AG-14361_SRR22127920	trimmed_NGN2_Raltitrexed_SRR22128614	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730	trimmed_NGN2_Allopurinol_Sodium_SRR22127951	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731	trimmed_NGN2_Allopurinol_SRR22127622	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394	trimmed_NGN2_Rifampin_SRR22127589	trimmed_NGN2_Azaguanine-8_SRR22128107	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732	trimmed_NGN2_Temozolomide_SRR22127488	trimmed_NGN2_Rifapentine_SRR22127583	trimmed_NGN2_Oxaliplatin_SRR22127814	trimmed_NGN2_Azacitidine_SRR22127969	trimmed_NGN2_Altretamine_SRR22128485	trimmed_NGN2_Adenine_HCl_SRR22127291	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392	trimmed_NGN2_nc-DMSO_rep3-2_SRR22127395 (PM+1MM+2MM)	trimmed_NGN2_Rifaximin_SRR22128590 (PM+1MM+2MM)	trimmed_NGN2_Amonafide_SRR22128500 (PM+1MM+2MM)	trimmed_NGN2_RG108_SRR22127294 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-6_SRR22127727 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-1_SRR22127396 (PM+1MM+2MM)	trimmed_NGN2_AG-14361_SRR22127920 (PM+1MM+2MM)	trimmed_NGN2_Raltitrexed_SRR22128614 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-4_SRR22127393 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-3_SRR22127730 (PM+1MM+2MM)	trimmed_NGN2_Allopurinol_Sodium_SRR22127951 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-6_SRR22127391 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-2_SRR22127731 (PM+1MM+2MM)	trimmed_NGN2_Allopurinol_SRR22127622 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-3_SRR22127394 (PM+1MM+2MM)	trimmed_NGN2_Rifampin_SRR22127589 (PM+1MM+2MM)	trimmed_NGN2_Azaguanine-8_SRR22128107 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-5_SRR22127728 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-7_SRR22128066 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-1_SRR22127732 (PM+1MM+2MM)	trimmed_NGN2_Temozolomide_SRR22127488 (PM+1MM+2MM)	trimmed_NGN2_Rifapentine_SRR22127583 (PM+1MM+2MM)	trimmed_NGN2_Oxaliplatin_SRR22127814 (PM+1MM+2MM)	trimmed_NGN2_Azacitidine_SRR22127969 (PM+1MM+2MM)	trimmed_NGN2_Altretamine_SRR22128485 (PM+1MM+2MM)	trimmed_NGN2_Adenine_HCl_SRR22127291 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-8_SRR22128065 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep2-4_SRR22127729 (PM+1MM+2MM)	trimmed_NGN2_nc-DMSO_rep3-5_SRR22127392 (PM+1MM+2MM)
hsa-miR-329-3p	22:TG	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-329-3p	21:TA,22:TA	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-329-5p	PM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-330-3p	PM	0.0	6.0	1.0	10.0	0.0	0.0	1.0	38.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	0.0	17.0	6.0	17.0	9.0	9.0	13.0	0.0	0.0	1.0	0.0	6.0	1.0	10.0	0.0	0.0	1.0	39.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	0.0	17.0	6.0	17.0	11.0	9.0	14.0	0.0	0.0	1.0
hsa-miR-330-3p	12:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	10.0	0.0	0.0	1.0	39.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	0.0	17.0	6.0	17.0	11.0	9.0	14.0	0.0	0.0	1.0
hsa-miR-330-3p	23:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	10.0	0.0	0.0	1.0	39.0	0.0	0.0	1.0	1.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	0.0	17.0	6.0	17.0	11.0	9.0	14.0	0.0	0.0	1.0
hsa-miR-330-5p	PM	0.0	3.0	0.0	7.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	9.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	6.0	9.0	2.0	2.0	0.0	2.0	0.0	0.0
hsa-miR-331-3p	PM	8.0	81.0	64.0	531.0	9.0	2.0	106.0	1047.0	6.0	6.0	37.0	17.0	0.0	240.0	5.0	93.0	11.0	13.0	5.0	0.0	644.0	170.0	436.0	490.0	601.0	499.0	42.0	3.0	6.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	6:TA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	7:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	8:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	8:GC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	9:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	9:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	11:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	12:TC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	17:TC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	18:AG	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	19:GT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	20:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	21:AC	0.0	4.0	1.0	18.0	1.0	0.0	1.0	34.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0	2.0	1.0	0.0	0.0	0.0	13.0	3.0	15.0	19.0	21.0	9.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	21:AG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	21:AT	2.0	23.0	11.0	126.0	1.0	1.0	24.0	322.0	0.0	0.0	11.0	5.0	0.0	58.0	2.0	16.0	1.0	4.0	5.0	0.0	146.0	42.0	99.0	119.0	90.0	130.0	6.0	0.0	4.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	6:TC,21:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	12:TC,21:AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	14:TC,21:AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	15:CG,21:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	16:CA,21:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-3p	20:AT,21:AT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	108.0	76.0	677.0	11.0	3.0	132.0	1406.0	6.0	6.0	51.0	22.0	0.0	308.0	7.0	112.0	14.0	17.0	10.0	0.0	808.0	215.0	552.0	634.0	714.0	640.0	48.0	3.0	10.0
hsa-miR-331-5p	PM	0.0	0.0	0.0	10.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	4.0	3.0	2.0	8.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	4.0	4.0	2.0	9.0	10.0	2.0	0.0	0.0
hsa-miR-331-5p	15:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	4.0	4.0	2.0	9.0	10.0	2.0	0.0	0.0
hsa-miR-331-5p	22:CA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	4.0	4.0	2.0	9.0	10.0	2.0	0.0	0.0
hsa-miR-331-5p	22:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	13.0	4.0	4.0	2.0	9.0	10.0	2.0	0.0	0.0
hsa-miR-335-3p	PM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-335-3p	22:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
hsa-miR-335-5p	PM	16.0	221.0	16.0	1112.0	12.0	4.0	292.0	1143.0	8.0	2.0	44.0	24.0	3.0	545.0	6.0	262.0	0.0	9.0	45.0	1.0	381.0	386.0	297.0	676.0	249.0	706.0	91.0	8.0	29.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	5:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	6:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	7:GA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	8:CT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	9:AT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	12:AG	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	13:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	14:CT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	15:GA	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	16:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
hsa-miR-335-5p	17:AG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	226.0	19.0	1142.0	13.0	4.0	302.0	1188.0	8.0	2.0	48.0	27.0	3.0	565.0	6.0	270.0	0.0	9.0	46.0	1.0	387.0	396.0	309.0	718.0	259.0	746.0	91.0	9.0	29.0
